,artist.name,artist.hotness,Songs,Year,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotness,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,Time
2376,Kanye West / Adam Levine,1.082502557,Heard 'Em Say,2005,0.049,1.45364,0.75,0.82073,204.5122,0,0.877213746,6,0,37.15735675,"Atlanta, GA",-63.93335787,-11.38,1,0,297735,Heard 'Em Say,ARM6HLK1187FB427F0,,196.499,1,0.50407,95.098,hip hop,1,4,1,00s
2377,Mikey Dread,0.360445766,Hot Cross Bun,1982,0.027,0.97079,0.623,0.40463,193.12281,0.14,0.58568315,6,0.195,18.11526,Jamaica,-77.27348,-8.173,0,0.28,606097,Rockers Vibration,ARBZCLP1187B99C35B,,185.359,0,0.12154,132.088,roots reggae,0.924399296,4,0.674,80s
2378,Lou Ann Barton,0.379396806,Please Come Home For Christmas,1986,0.379,1.49208,0.648,0.1244,241.26649,0.078,0.469747624,3,0.367,30.2676,"Austin, TX",-97.74298,-10.733,1,0.406,286965,An Austin Rhythm And Blues Christmas,AR6XEHV1187FB43D1A,0.454042766,235.572,0.973,0.1244,87.485,texas blues,0.974074361,3,0.286,80s
2379,Rhian Sheehan,0.414780659,Existing Alone,2001,0.596,1.19057,0.596,1.19057,288.62649,0,0.558007752,1,0.752,-41.28054,Wellington,174.76714,-17.549,1,0.561,529997,Paradigm Shift,ARUVN7Z1187B99056E,0.270775999,286.169,0.474,0.25836,42.782,trip hop,0.906784868,1,0,00s
2385,Y&T,0.418895804,Black Tiger,1982,0.188,0.91806,0,0.21226,275.9571,0,0.597794859,6,0.44,37.87869,San Francisco Bay Area,-121.94345,-8.112,0,0.502,74608,Open Fire,ARSX0C11187FB46400,0.334706549,275.957,0.354,0.21226,170.773,heavy metal,1,4,0.332,80s
2386,Dolores Keane,0.348000019,Telling Me Lies,1993,0.032,1.26553,0.596,0.63436,229.92934,0,0.519779083,9,0.56,37.15735675,Not available,-63.93335787,-14.375,1,0.379,599236,Solid Ground,AR7LKYU1187B9A8A3A,0,220.294,0.459,0.29992,114.093,irish folk,1,4,0.717,90s
2389,"MichA""le Bernard",0.373862971,Le bar du grand dA(c)sir,2002,0.957,1.32097,0.385,0.63151,232.38485,0.224,0.448892805,2,0.061,37.15735675,Not available,-63.93335787,-12.838,0,0.204,777840,Mes premiers vinyls,AR656BL1187B98F7C8,,219.225,0.624,0.28074,83.116,chanson,1,4,0.805,00s
2391,Usher,0.854637828,I'll Show You Love,1994,0.07,0.41314,0.891,0.41314,283.89832,0.142,0.856448924,1,0.066,37.15735675,"Atlanta, GA",-63.93335787,-7.275,0,0.177,418240,Usher,ARAWOLW1187FB3AB70,0.419125893,265.184,0.089,0.08596,90.199,hip hop,1,4,1,90s
2392,Bob Marley,0.570106512,Small Axe,1999,1,0.36367,1,0.36367,224.96608,0.345,0.778835827,11,0.769,37.15735675,Not available,-63.93335787,-9.715,1,0.613,772499,Lively Up Yourself,ARVIZLO1187FB3DA48,,215.284,1,0.06426,101.121,reggae,1,1,0.084,90s
2397,Placebo,0.586433379,Evalia,2003,0.091,0.45022,0.305,0.45022,260.75383,0.403,0.804523521,6,0.725,37.15735675,"London, England",-63.93335787,-10.942,1,0.658,299,The Bitter End,AR6LZB61187B9AF431,0.697348812,240.692,0.305,0.14322,78.245,british pop,0.999766449,4,0.567,00s
2399,A Tribe Called Quest,0.543681107,Scenario,1991,0.197,1.54329,0.834,0.36402,251.14077,0,0.770040695,2,0.161,37.15735675,"Queens, NY",-63.93335787,-10.086,1,0.384,280531,The Best Of,ARV4KO21187FB38008,0.704098839,248.581,0.673,0.36402,102.829,jazz rap,0.921020858,4,1,90s
2400,Kings Of Leon,0.788805935,My Party (Kenna Remix),2007,0.166,0.32841,0,0.32841,225.27955,3.077,0.845768866,11,0.682,36.16778,"Nashville, Tennessee",-86.77836,-6.205,0,0.449,280211,Charmer,AR3KUCG1187B9A0BEA,0.565666582,219.852,0.129,0.08598,127.006,southern rock,1,4,0.589,00s
2403,Cobra Killer,0.464525451,Kick Jump - Part Jump,1998,0.208,2.11988,0.821,0.71294,112.19546,0.949,0.631741802,3,0.461,37.15735675,Not available,-63.93335787,-10.672,0,0.416,505423,Cobra Killer,ARZTL1Z1187FB4E98E,0.340922756,109.128,0,0.24396,86.96,folk rock,0.968255664,3,0.3,90s
2407,Tel Basta,0,I'm Poured Out Like Water,1996,0.51,0.83842,0.669,0.34196,220.36853,0,0.245370723,9,0.421,37.15735675,Not available,-63.93335787,-12.383,0,0.457,450834,Lickerish,AR2O1PB1187B9B29EA,,209.31,0.175,0.34196,120.349,world beat,0.854181791,3,0.598,90s
2408,Van Halen,0.579988982,"Dirty Movies"" (Album Version)",1981,0.022,0.5382,0.544,0.2152,248.00608,0,0.744641246,1,1,37.15735675,"Pasadena, CA",-63.93335787,-6.635,1,0.858,7049,Fair Warning,ARZK3VD1187B99EB47,0.589015659,238.887,1,0.0529,184.012,heavy metal,0.999932033,4,0,80s
2409,Teenage Fanclub,0.511526435,The Sun Shines From You,2000,0.003,0.73393,1,0.25775,204.77342,0.206,0.684894723,8,0.854,37.15735675,"Glasgow, Scotland",-63.93335787,-5.013,1,0.726,278726,Howdy!,AR07SOR1187FB46179,0.672072976,195.622,0.905,0.02441,127.811,power pop,0.99990588,4,0,00s
2411,Dark Fortress,0.4165294,Ghastly Indoctrination,2006,0.401,0.85729,0.191,0.33664,459.33669,17.09,0.633932726,1,0.017,37.15735675,Not available,-63.93335787,-7.57,1,0.204,734782,SA(c)ance,ARJO0QT1187FB4053C,0.709909938,459.337,0.284,0.07502,115.37,sympho black metal,0.944116121,4,0,00s
2412,Eddie Turner,0.33121499,Rise,2005,0.015,2.23185,0.85,1.57441,306.78159,3.1,0.450743178,2,0.591,37.15735675,Not available,-63.93335787,-6.398,0,0.51,227650,Rise,AR5NRGC1187B994C77,0.531722098,287.852,0.327,1.41067,91.084,blues-rock,1,4,0.686,00s
2424,Sugar Minott,0.386289651,Informer,2008,0.012,0.79571,1,0.40508,226.40281,0.119,0.606975737,11,0.314,18.01571,"Kingston, Jamaica",-76.79731,-5.627,1,0.465,203410,Dance Hall Showcase Vol. II,ARX5XTP1187FB3D8CC,0.372530039,213.188,0.764,0.20976,154.585,roots reggae,0.940150437,4,1,00s
2431,Kings Of Leon,0.788805935,Genius,2003,0.937,0.27853,0.937,0.27853,168.82893,0.173,0.845768866,7,0.664,36.16778,"Nashville, Tennessee",-86.77836,-6.538,1,0.696,429695,Youth & Young Manhood,AR3KUCG1187B9A0BEA,0.910225076,156.415,0.437,0.03157,125.875,southern rock,1,1,0,00s
2438,Eddie Cantor,0.331090126,That's The Kind Of Baby For Me,2000,0.107,1.23046,0.904,0.24578,145.31873,0.24,0.416141023,5,0.57,40.71455,"New York, NY",-74.00712,-24.705,1,0.502,563109,All Time Greats,ARRL2QH1187B9AC814,0.212045406,139.424,0.729,0.24578,122.887,easy listening,1,3,0.924,00s
2446,The Brooklyn Tabernacle Choir,0.432011947,Everything I Desire,1995,0.025,0.44739,0.586,0.07808,226.66404,3.796,0.559278494,8,0.718,37.15735675,Not available,-63.93335787,-11.907,1,0.688,341940,Praise Him...Live!,ARSA3561187FB58C37,0,226.664,0.601,0.07808,162.987,gospel,1,4,1,90s
2447,Everyday Sunday,0.428980521,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),2007,0.084,0.08206,1,0.08206,168.95955,0.074,0.632856419,1,0.683,37.15735675,"Columbus, OH",-63.93335787,-4.017,1,0.651,92631,Wake Up! Wake Up!,ARYDTFO1187B99B1E0,0.601402939,163.614,0.72,0.08206,151.844,post-grunge,0.946119922,4,0,00s
2449,Buckwheat Zydeco,0.421448618,Hot Tamale Baby,1987,0.015,0.90496,1,0.41687,246.49098,0.307,0.556083173,6,0.125,37.15735675,"Lafayette, LA",-63.93335787,-7.822,1,0.374,481828,Best Of/20th Century,ARU7B621187FB42B1F,0.496175336,244.204,0.287,0.41687,124.577,zydeco,1,4,0.863,80s
2457,Les Ogres De Barback,0.437964733,Printemps,1999,0.753,0.43799,0.753,0.43799,189.3873,0.357,0.652367864,10,0.051,37.15735675,Not available,-63.93335787,-8.789,1,0.309,421962,Irfan_ le hA(c)ros,AR7VA9B1187B99CFFF,0.437036204,166.725,0.6,0.23392,148.633,chanson,1,1,0,90s
2458,Memphis Jug Band,0.350787891,Ambulance Man,2001,0.852,0.48701,0.852,0.48701,161.54077,0.142,0.506126774,10,0.977,37.15735675,"Memphis, TN",-63.93335787,-15.963,1,0.858,597112,The Best Of The Memphis Jug Band,ARESNLF11F50C4BBF6,,156.253,0.474,0.18252,97.754,country blues,0.989090743,1,0,00s
2464,Lyrics Born,0.512197243,Over You (feat Joyo Velarde_ prod DJ Shadow),2005,0.21,0.98933,0,0.28885,256.13016,0,0.528308349,11,0.817,37.15735675,Japan,-63.93335787,-4.316,0,0.775,240644,Same !@#$ Different Day,AR92C2I1187FB4161C,0.425124658,253.411,1,0.11178,174.293,hip hop,1,3,1,00s
2470,Incubus,0.579441938,Just A Phase,2001,0.272,1.26229,0.129,0.27745,353.77587,0,0.899279599,9,0.684,37.27188,California,-119.27023,-8.744,1,0.611,292235,Live in Malaysia 2004,ARE8GLF1187FB52532,0.70969929,349.797,0.216,0.27745,107.922,funk metal,0.999949418,4,0.492,00s
2471,Irma Thomas,0.441106359,I'm Gonna Cry Til' My Tears Run Dry,2004,0.18,0.58226,0.324,0.25748,146.88608,0.363,0.623823768,5,0.347,30.43883,"Ponchatoula, LA",-90.44116,-10.22,0,0.62,43438,Straight From The Soul,ARXBG1X1187FB42A79,0.405115722,134.728,0.324,0.25748,183.882,delta blues,0.973191971,3,0.844,00s
2473,Sizzla,0.457981674,Love & Devotion,2003,0.059,0.03906,0.512,0.03906,197.48526,0,0.732571745,5,0.022,37.15735675,Not available,-63.93335787,-6.382,0,0.326,463655,Riddim Driven: Wanted,ARMPQIE1187FB3D4EB,0,193.37,0.836,0.03906,131.868,dancehall,0.97102593,5,0.921,00s
2479,Radio Moscow,0.448233203,Broke Down,2009,0.018,0.76956,0.755,0.03573,255.89506,0,0.616566081,0,0.612,42.02534,"Ames, IA",-93.6202,-6.83,1,0.62,515100,Brain Cycles,AR02GYB1187FB5AB92,0.721199658,251.96,0.367,0.03573,163.087,blues-rock,1,4,0.316,00s
2485,Tina Ann,0.380004667,Too Late (Orange Factory Extended Mix),2003,0.123,0.29755,0.747,0.29755,395.62404,0.06,0.524834599,9,0.432,37.15735675,Not available,-63.93335787,-3.139,0,0.33,90302,Situations,ARXP9GE1187FB3ED0E,0,388.859,0.206,0.08126,135.037,progressive house,1,4,0,00s
2490,William Orbit,0.424953084,Harry Flowers,1993,0.205,1.18073,0.771,0.36614,270.94159,0.276,0.674970293,0,0.031,37.15735675,Not available,-63.93335787,-20.607,1,0.416,1224,Strange Cargo III,AR52BRU1187FB4CEF1,,255.959,0.12,0.17325,146.389,progressive house,0.898751785,5,0.399,90s
2491,Ron Goodwin,0.333015302,The Lull Before The Storm,1999,0.872,0.2159,0.872,0.2159,99.97016,0.368,0.444677871,10,0.001,50.3758,"Plymouth, Devon, England",-4.13689,-16.333,1,0.065,64157,Battle Of Britain,ARKU15L1187B99198D,0.212045406,99.97,0.139,0.2159,71.228,easy listening,1,1,0.691,90s
2493,Stille Volk,0.407602576,Orgasme Tellurique,2003,0.311,2.86335,0.585,2.07144,276.37506,6.861,0.565050138,5,0,37.15735675,Not available,-63.93335787,-12.685,1,0,331557,Maudat,AR3Q6QR1187FB4CDF0,0.450762242,269.009,0.072,2.07144,149.971,neofolk,0.966801331,4,0.392,00s
2495,Doug MacLeod,0.372737613,The Sun Shine Down My Way,2004,0.054,0.12963,0.591,0.12963,337.42322,0.211,0.467413844,2,1,40.71455,"New York, NY",-74.00712,-10.516,1,0.985,463877,DUBB,AR5HB8S1187B9976D4,0.248166624,323.82,0.275,0.12963,85.56,blues,1,3,1,00s
2498,Stevie Ray Vaughan And Double Trouble,0.544257506,Mary Had A Little Lamb,1988,0.117,0.85232,0.856,0.38302,166.73914,0.061,0.78303711,8,0.649,32.77815,"Dallas, TX",-96.7954,-14.373,1,0.583,395797,Soul To Soul/ Texas Flood/ Couldn't Stand The Weather,ARZBUQ41187FB39D29,,162.865,0.853,0.14895,122.546,texas blues,0.999791772,4,0.454,80s
2499,L7,0.443547553,This Ain't Pleasure,1992,0.435,1.18468,0.719,0.47597,163.13424,0.212,0.64444361,2,0.177,34.05349,"Los Angeles, CA",-118.24532,-9.429,0,0.331,608959,Bricks Are Heavy,AR4SBWX1187FB4D6BE,0.60146314,151.011,0.311,0.2953,85.82,grunge,1,3,0.238,90s
2501,Bill Perry,0.332177445,Man  On The Side,2004,0.053,0.85496,0.384,0.34243,217.88689,0,0.483762732,9,0.138,41.36149,"Chester, NY",-74.27362,-6.623,0,0.276,226915,Raw Deal,ARGN6BS1187B9B966D,0,208.939,0.42,0.34243,107.083,blues-rock,0.991143804,4,0.995,00s
2507,Moments In Grace,0.375223967,Broken Promises (album version),2004,0.005,0.46991,0.11,0.46991,195.91791,4.174,0.560201912,10,0.318,37.15735675,Not available,-63.93335787,-6.214,1,0.389,5402,Moonlight Survived,AR8HI5B1187FB420FF,0.405115722,189.933,0.196,0.46991,145.147,emo,1,4,0.48,00s
2508,Connie Smith,0.365260893,I'll Come Running,2001,0.029,0.90809,0.959,0.43395,125.67465,0.334,0.496794628,4,0.036,41.68676,"Elkhart, IN",-85.97567,-9.089,0,0.366,295597,The Essential Connie Smith,ARJOEGM1187B9B8F24,0.427446572,121.574,0.894,0.19569,124.916,country gospel,1,4,0,00s
2509,Uphill Battle,0.369609835,Thresh Hold,2004,0.082,2.07459,0.812,0.44121,166.37342,0,0.46626221,7,0.235,34.47326,"Ventura County, CA",-119.05505,-1.545,1,0.509,223470,Wreck of Nerves,ARPHJEI1269FCD6A79,0.260338243,161.28,0.564,0.16459,108.252,grindcore,1,7,0.57,00s
2513,Nick Cave & The Bad Seeds,0.479407676,Stagger Lee,1996,0.028,0.90434,0.921,0.50237,315.08853,0.444,0.681581305,7,0.768,-36.35484,"Wangaratta, Victoria, Australia",146.32611,-9.29,1,0.631,738,Murder Ballads,AR1XD261187B9ACF9B,0.47643522,294.963,0.208,0.50237,153.768,rock,1,4,0.559,90s
2515,Nine Inch Nails,0.598458501,Survivalism,2007,0.142,0.39428,0.551,0.39428,256.83546,3.181,0.905776889,9,0.203,41.50471,"Cleveland, OH",-81.69074,-6.787,0,0.516,71603,Survivalism,ARC4K2E1187B9B6FDA,,254.258,1,0.16347,86.624,industrial metal,0.999945289,3,1,00s
2517,K-OS,0.430697046,AquaCityBoy,2006,0.055,1.2021,0.649,0.43565,161.51465,0,0.712662163,10,0.459,37.15735675,Not available,-63.93335787,-5.095,0,0.463,60049,Atlantis - Hymns for Disco.,ARW15K31187B9AE845,0.543788273,152.764,0.16,0.17847,78.971,trip hop,0.914245313,4,0.954,00s
2518,Pascal Obispo,0.377852557,Chlore,1994,0.025,0.78872,0.604,0.35991,231.00036,0.769,0.561272323,5,0.488,37.15735675,Not available,-63.93335787,-13.691,0,0.634,289903,Un Jour Comme Aujourd' Hui,ARGVL871187B9A2CAB,0,209.717,0,0.1455,139.98,europop,0.986950277,4,0.29,90s
2523,Mau Mau,0.311559176,Neir,1992,0.013,0.50981,0.372,0.13856,255.55546,0.44,0.439907658,1,0.089,37.15735675,Not available,-63.93335787,-7.921,1,0.603,160073,Sauta Rabel,AR426QR1187FB4546C,,245.365,0.396,0.13856,162.134,progressive house,0.984512778,4,0,90s
2526,The Black Crowes,0.536400011,Sting Me,1992,0.269,0.58686,0.587,0.05241,348.89098,0,0.797420741,0,0.646,37.15735675,"Atlanta, GA",-63.93335787,-7.349,1,0.577,479326,The Southern Harmony And Musical Companion,ARPUEAL1187FB57814,,344.712,0.886,0.05241,97.672,blues-rock,0.900934361,4,0.363,90s
2527,Dee Clark,0.343508878,You're Looking Good,2000,0.002,1.06386,0.726,0.4602,133.3024,0,0.53365014,7,0.359,34.7519,"Blythesville, AR",-92.13055,-12.632,1,0.443,653224,Greatest Hits,ARCNS7D1187B9ABE72,,119.089,0.686,0.1542,111.422,doo-wop,0.877618228,4,0.773,00s
2528,Cocoa Tea,0.426009301,Cooling Out,1992,0.287,0.42331,0.664,0.42331,241.29261,0.194,0.595645309,0,0.808,37.15735675,"Kingston, Jamaica",-63.93335787,-11.368,1,0.512,273611,Authorized,ARGYA2F1187FB41EA4,0,223.498,0.142,0.1537,99.894,dancehall,0.962247474,3,0.906,90s
2534,The Almost,0.581505803,Little Drummer Boy,2008,0.045,1.06234,1,0.3316,187.11465,0.288,0.829851317,7,0.433,37.15735675,"Salt Lake City, UT",-63.93335787,-7.387,1,0.351,327022,X Christmas,AR2HU7P1187FB4D4D2,0.569505199,187.115,0.97,0.14681,163.975,post-hardcore,0.999781348,4,1,00s
2541,Backstreet Boys,0.592614927,The Call,2000,0.218,2.44287,0.64,1.86633,236.2771,2.014,0.851417629,10,0.495,28.53823,"Orlando, FL",-81.37739,-2.801,0,0.5,281698,Black & Blue,AR03BDP1187FB5B324,,229.883,0.784,1.57225,103.997,teen pop,1,4,0.611,00s
2545,Julien Clerc,0.364384925,L'horizon ChimA(c)rique,2000,0,0.93026,0.06,0.44767,264.93342,2.479,0.58547954,6,0.731,46.71067,FR,1.71819,-8.648,1,0.774,29212,Si J'A(c)tais Elle,ARLZ6BF1187FB3DD6A,,252.053,0.147,0.20637,128.549,chanson,1,4,0.445,00s
2548,Helen Love,0.347006921,First Boyfriend,2007,0.282,0.1643,0,0.1643,156.21179,0.568,0.581884359,8,0.441,51.48126,"Cardiff, Wales",-3.18067,-6.674,1,0.587,784479,It's My Club And I'll Play What I Want To,ARRTBLX11F50C4EBA1,0.212045406,156.212,0.333,0.1643,195.026,power pop,0.926846872,5,0.735,00s
2551,30 Seconds To Mars,0.677087547,The Mission,2002,0.011,0.24834,0.906,0.24834,245.02812,0.224,0.909324834,8,0.616,37.15735675,"Los Angeles, CA",-63.93335787,-4.675,1,0.52,35166,30 Seconds To Mars,ARKT6J61187FB4D324,0.793613668,224.81,0.49,0.09213,190.102,rock,1,4,0.04,00s
2552,Suicidal Tendencies,0.526182556,Two-Sided Politics,1987,1,0.09039,1,0.09039,61.83138,0.168,0.736677413,7,0.236,34.05349,"Venice, CA",-118.24532,-7.499,1,0.344,282227,Still Cyco After All These Years,ARNFTGS1187B9A465F,,58.59,0.777,0.09039,235.337,hardcore punk,1,1,0,80s
2553,Grace Gale,0.319905354,La Matanza,2008,0.049,1.18124,0.133,0.41513,247.71873,0,0.612200429,0,0.268,39.74001,"Denver, CO",-104.99226,-6.533,0,0.374,500158,Stronger_ Faster_ Science,ARNUJQM1187FB3EE72,0.265861049,247.719,0.595,0.23038,155.173,alternative metal,0.956503406,4,0,00s
2559,Eminem,0.804830428,Beautiful,2009,0.009,1.64955,0.507,0.73493,397.60934,0.473,0.871010615,5,1,37.15735675,"St. Joseph, MO",-63.93335787,-7.038,0,0.89,533837,Beautiful,AR23C041187FB4D534,,373.696,0.61,0.50542,131.955,hip hop,1,4,0.722,00s
2561,Stew,0.304547713,L.A. Arteest CafA(c),2003,0.007,1.265,1,0.23644,299.07546,0.177,0.541077953,4,0.797,40.71455,New York,-74.00712,-14.023,0,0.715,252341,Something Deeper Than These Changes,ARJFMG71187B991657,0,289.512,1,0.23644,117.367,cabaret,0.964134923,4,0.661,00s
2563,Twista,0.593808365,Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version),2005,0.13,0.54984,0.483,0.54984,259.36934,0,0.889613555,0,0.313,37.15735675,"Chicago, IL",-63.93335787,-6.945,1,0.198,138186,The Day After,ARUZRFN1187B98AC05,,259.369,1,0.28907,114.752,gangster rap,0.949489324,4,0.03,00s
2564,Geddy Lee,0.406517869,Runaway Train (LP Version),2000,0.336,1.22787,1,0.224,271.46404,0.148,0.509021261,0,0.31,43.7698,"Willowdale, Ontario, Canada",-79.4138,-5.956,1,0.475,9039,My Favorite Headache,ARV02VA1187B997F55,0.661445223,260.702,0.569,0.224,119.953,instrumental rock,0.833089256,3,1,00s
2565,Planetakis,0.357049054,Letters to Norway,2007,0.138,2.58307,0.742,2.13136,234.73587,8.696,0.508461668,0,0.33,37.15735675,Not available,-63.93335787,-2.019,1,0.49,469438,Out of the Club Into the Night,AR0CGN11187FB50560,,228.618,0.06,1.90496,137.936,electropop,1,4,0.333,00s
2567,Seal,0.580013183,Still Love Remains (Album Version),1998,0.032,0.44304,0.532,0.04534,354.76853,0.351,0.567313224,5,0.486,37.15735675,"Paddington, London, England",-63.93335787,-11.918,0,0.511,387111,Human Being,ARG5N201187FB570F1,0.507531546,340.126,0.293,0.04534,153.731,dance pop,1,4,0.523,90s
2570,Simply Red,0.498563611,Maybe Someday...,1987,0.272,1.70321,1,0.26756,258.08934,0.218,0.731590593,0,0.012,37.15735675,Adegngiltere,-63.93335787,-9.38,0,0.44,328398,Men And Women,ARYAUMZ1187B9A2A40,0.561428518,252.604,1,0.26756,83.73,pop rock,0.999085472,4,0.766,80s
2571,Juana Molina,0.448223589,j Uh!,2004,0.877,0.81724,0.877,0.81724,213.26322,0.955,0.70366489,2,0.415,37.15735675,Not available,-63.93335787,-19.775,1,0.606,496370,Tres Cosas,ARAUA5K1187B9AA95F,0.62658598,202.681,0.353,0.08822,46.867,folktronica,0.913431511,1,0,00s
2574,Ayo,0.390641236,Life Is Real,2006,0.004,0.92594,0.543,0.43786,534.62159,8.649,0.522590185,0,0.443,37.15735675,United States,-63.93335787,-9.158,1,0.435,185630,Joyful,ARAL4561187B999C82,,531.963,1,0.19566,122.91,neo soul,0.948532447,4,1,00s
2577,Byzantine,0.393956637,Absolute Horizon,2008,0.062,1.48422,0.438,0.87825,300.01587,5.445,0.596482482,0,0.586,37.15735675,Not available,-63.93335787,-5.663,1,0.461,701679,Oblivion Beckons,AREG5WZ1187B9B0A29,0.518759898,288.496,0.07,0.87825,198.016,groove metal,0.999509082,4,0.239,00s
2578,Halfway to Gone,0.353532628,Turnpike,2004,0.123,0.92791,0.958,0.42618,255.42485,0.618,0.50710874,6,0.011,37.15735675,Not available,-63.93335787,-5.544,0,0.327,230458,Halfway to Gone,AR5RDO41187B98BD0E,0.541966019,241.969,0.466,0.17839,122.624,southern rock,0.995165101,4,1,00s
2579,Robben Ford,0.383877494,Spoonful,2009,0.075,1.21905,0.772,0.28298,367.98649,0,0.604820432,2,0,39.15093,"Ukiah, CA",-123.2079,-6.626,1,0.147,545281,Soul On Ten,ARGRDHI1187B9B93F0,0.375984302,361.076,0.635,0.12705,126.42,blues-rock,0.983628765,4,0.267,00s
2583,Sleepy John Estes,0.35303574,Need More Blues,1993,0.007,1.30913,0.317,0.84954,197.0673,0,0.519000072,2,0.008,35.74595,"Ripley, TN",-89.53176,-15.163,1,0.358,219520,Mississippi Delta Blues Jam In Memphis,ARNEL2O1187FB4421A,,188.041,0.209,0.62204,130.889,country blues,0.967611517,4,0.205,90s
2584,Beherit,0.427479242,Werewolf_ Semen And Blood,1993,0.288,1.08802,0.5,0.66109,185.05098,0.363,0.596184927,8,0.269,37.15735675,Helsinki,-63.93335787,-13.213,1,0.269,480803,Drawing Down the Moon,ART5OVS1187B9B0851,0.549342332,181.714,0.525,0.44762,141.621,illbient,0.921677475,4,0.905,90s
2586,Nick Colionne,0.445438103,If You Ask Me,2006,0.07,0.36387,1,0.36387,215.14404,0,0.563236431,8,0.594,37.15735675,Not available,-63.93335787,-7.114,0,0.342,29379,Keepin' It Cool,ARS7PFY1187B9AED69,0.621195684,202.257,1,0.0713,102.04,smooth jazz,1,4,1,00s
2587,SNAP!,0.463900095,"Beauty Queen (12"" Spoon Club Mix)",2005,0.56,0.71422,0.878,0.25152,404.37506,0.694,0.71881021,11,0.689,51.16418,Germany,10.45415,-9.317,0,0.584,66964,Beauty Queen,AR6LYGU1187FB57966,,399.575,1,0.25152,130.286,pop rap,0.923736367,4,0,00s
2588,Elliot Goldenthal,0.392994623,Pickled Heads,2000,0.076,0.53394,0.748,0.10787,305.50159,0,0.599133769,0,0.518,40.71455,"New York, NY",-74.00712,-13.959,1,0.502,289872,Titus - Original Motion Picture Soundtrack,AR2EM731187B991455,0.266955186,300.623,0.465,0.10787,140.629,instrumental rock,0.903228815,4,0.184,00s
2590,Marco Beltrami,0.378649979,Revelations,2009,0.226,0.9008,0.666,0.9008,209.08363,2.299,0.594832624,8,0.052,37.15735675,Not available,-63.93335787,-28.231,1,0.385,433281,Knowing,ARU52PB1187FB58E46,0.334706549,198.444,0.065,0.9008,121.28,soundtrack,1,4,0,00s
2593,Joe Satriani,0.62220896,Just Like Lightnin',2006,0.241,0.49994,1,0.19663,300.82567,0,0.705876402,0,0.683,37.15735675,"Westbury, Long Island, NY",-63.93335787,-5.943,1,0.693,310479,Satriani Live,ARWVYIM11F4C8411E4,0.593795114,300.826,0.354,0.19663,197.443,instrumental rock,1,4,1,00s
2599,Ray Pillow,0,We're Together Again,1998,0.333,0.6678,1,0.06257,129.12281,0.363,0.267576321,9,0.716,37.41402,"Lynchburg, VA",-79.14284,-13.404,1,0.646,260566,Country And Western - Volume 1,AR059HI1187B9A14D7,0.212045406,119.74,0.485,0.06257,98.015,country rock,1,4,0.083,90s
2601,Mariah Carey,0.787005469,Mine Again,2005,0.355,1.1218,0.859,0.1786,241.65832,0.148,0.846455128,3,0.034,37.15735675,"Hunington, Long Island, NY",-63.93335787,-9.635,1,0.312,9859,The Emancipation of Mimi,ARKWI7M1187B9B7713,,228.27,0.537,0.1786,131.761,dance pop,1,4,0.554,00s
